Price Period,Town,Super,Diesel,Kerosene,TOWNS,Super , Diesel,                      TOWNS, Diesel ,Kerosene ,Petrol,TOWN,Super Petrol,Period
15th August 2022 –14th September 2022,,167.35,,,Lokitaung,,,,148.55,136.49,,,,
15th August 2022 –14th September 2022,,162.35,,,Kapedo,,,,143.53,131.49,,,,
15th August 2022 –14th September 2022,,160.7,,,Malaba,,,,141.88,129.84,,,,
15th August 2022 –14th September 2022,,166.48,,,Lokichogio,,,,147.68,135.63,,,,
15th August 2022 –14th September 2022,,159.72,,,Ziwa,,,,140.91,128.87,,,,
15th August 2022 –14th September 2022,,159.53,,,Soy,,,,140.72,128.67,,,,
15th August 2022 –14th September 2022,,159.59,,,Moi's Bridge,,,,140.78,128.74,,,,
15th August 2022 –14th September 2022,,159.48,,,Turbo,,,,140.67,128.62,,,,
15th August 2022 –14th September 2022,,167.59,,,Kibish,,,,148.77,136.73,,,,
15th August 2022 –14th September 2022,,166.41,,,Nakalale,,,,147.6,135.55,,,,
15th August 2022 –14th September 2022,,162.82,,,Loima,,,,144.02,131.97,,,,
15th August 2022 –14th September 2022,,164.39,,,Lokiriama,,,,145.59,133.53,,,,
15th August 2022 –14th September 2022,,161.6,,,Kainuk,,,,142.79,130.74,,,,
15th August 2022 –14th September 2022,,160.92,,,Kacheliba,,,,142.12,130.07,,,,
15th August 2022 –14th September 2022,,161.54,,,Kiwawa,,,,142.72,130.68,,,,
15th August 2022 –14th September 2022,,161.12,,,Ortum,,,,142.31,130.26,,,,
15th August 2022 –14th September 2022,,159.92,,,Kachibora,,,,141.1,129.06,,,,
15th August 2022 –14th September 2022,,160.63,,,Kwanza,,,,141.82,129.78,,,,
15th August 2022 –14th September 2022,,159.94,,,Kaplamai,,,,141.14,129.08,,,,
15th August 2022 –14th September 2022,,160.36,,,Eldama Ravine,,,,141.55,129.51,,,,
15th August 2022 –14th September 2022,,160.5,,,Tenges,,,,141.69,129.65,,,,
15th August 2022 –14th September 2022,,160.62,,,Barwessa,,,,141.81,129.75,,,,
15th August 2022 –14th September 2022,,161.52,,,Kipsaraman,,,,142.71,130.66,,,,
15th August 2022 –14th September 2022,,161.39,,,Loruk,,,,142.58,130.53,,,,
15th August 2022 –14th September 2022,,160.36,,,Kabartonjo,,,,141.55,129.51,,,,
15th August 2022 –14th September 2022,,160.43,,,Tindiret,,,,141.61,129.57,,,,
15th August 2022 –14th September 2022,,159.59,,,O'lessos,,,,140.78,128.74,,,,
15th August 2022 –14th September 2022,,159.99,,,Kobujoi,,,,141.19,129.14,,,,
15th August 2022 –14th September 2022,,160.07,,,Serem,,,,141.27,129.21,,,,
15th August 2022 –14th September 2022,,159.53,,,Kabiyet,,,,140.72,128.67,,,,
15th August 2022 –14th September 2022,,159.95,,,Cheptulu,,,,141.15,129.1,,,,
15th August 2022 –14th September 2022,,160.5,,,Songor,,,,141.69,129.65,,,,
15th August 2022 –14th September 2022,,160.13,,,Kapcherop,,,,141.33,129.28,,,,
15th August 2022 –14th September 2022,,160.82,,,Sambalat,,,,142.01,129.97,,,,
15th August 2022 –14th September 2022,,160.47,,,Arror,,,,141.67,129.61,,,,
15th August 2022 –14th September 2022,,160.68,,,Tot,,,,141.87,129.82,,,,
15th August 2022 –14th September 2022,,159.72,,,Kaptarakwa,,,,140.91,128.87,,,,
15th August 2022 –14th September 2022,,162.67,,,Kapese,,,,143.86,131.82,,,,
15th August 2022 –14th September 2022,,162.07,,,Kalemngorok,,,,143.25,131.21,,,,
15th August 2022 –14th September 2022,,161.04,,,Marich,,,,142.24,130.19,,,,
15th August 2022 –14th September 2022,,161.54,,,Alale,,,,142.72,130.68,,,,
15th August 2022 –14th September 2022,,161.19,,,Kunyao,,,,142.39,130.34,,,,
15th August 2022 –14th September 2022,,160.78,,,Asilong,,,,141.98,129.93,,,,
15th August 2022 –14th September 2022,,160.82,,,Orolwo,,,,142.01,129.97,,,,
15th August 2022 –14th September 2022,,160.77,,,Sebit,,,,141.96,129.92,,,,
15th August 2022 –14th September 2022,,160.68,,,Morpus,,,,141.87,129.82,,,,
15th August 2022 –14th September 2022,,160.57,,,Chepkorniswo,,,,141.75,129.71,,,,
15th August 2022 –14th September 2022,,160.51,,,Kaibichbich,,,,141.7,129.66,,,,
15th August 2022 –14th September 2022,,160.24,,,Keringet,,,,141.43,129.39,,,,
15th August 2022 –14th September 2022,,159.53,,,Kisumu,,,,140.7,128.66,,,,
15th August 2022 –14th September 2022,,159.64,,,Sondu,,,,140.8,128.77,,,,
15th August 2022 –14th September 2022,,160.11,,,Oyugis,,,,141.29,129.25,,,,
15th August 2022 –14th September 2022,,159.58,,,Kakamega,,,,140.75,128.72,,,,
15th August 2022 –14th September 2022,,159.86,,,Mumias,,,,141.03,128.99,,,,
15th August 2022 –14th September 2022,,159.75,,,Bondo,,,,140.91,128.88,,,,
15th August 2022 –14th September 2022,,159.86,,,Siaya,,,,141.04,129.0,,,,
15th August 2022 –14th September 2022,,160.05,,,Kericho,,,,141.21,129.17,,,,
15th August 2022 –14th September 2022,,160.1,,,Nyamira,,,,141.28,129.24,,,,
15th August 2022 –14th September 2022,,160.41,,,Kisii,,,,141.58,129.55,,,,
15th August 2022 –14th September 2022,,160.24,,,Sotik,,,,141.42,129.38,,,,
15th August 2022 –14th September 2022,,160.43,,,Keroka,,,,141.6,129.56,,,,
15th August 2022 –14th September 2022,,160.4,,,Busia,,,,141.57,129.54,,,,
15th August 2022 –14th September 2022,,160.35,,,Homabay,,,,141.52,129.48,,,,
15th August 2022 –14th September 2022,,161.2,,,Migori,,,,142.37,130.34,,,,
15th August 2022 –14th September 2022,,161.48,,,Isebania,,,,142.66,130.62,,,,
15th August 2022 –14th September 2022,,160.64,,,Bomet,,,,141.82,129.78,,,,
15th August 2022 –14th September 2022,,159.77,,,Muhoroni,,,,140.93,128.9,,,,
15th August 2022 –14th September 2022,,160.34,,,Mbita,,,,141.5,129.47,,,,
15th August 2022 –14th September 2022,,159.53,,,Mbale,,,,140.7,128.66,,,,
15th August 2022 –14th September 2022,,160.99,,,Etago,,,,142.15,130.12,,,,
15th August 2022 –14th September 2022,,161.08,,,Magenche,,,,142.26,130.22,,,,
15th August 2022 –14th September 2022,,160.92,,,Kilgoris,,,,142.09,130.06,,,,
15th August 2022 –14th September 2022,,159.9,,,Malava,,,,141.06,129.03,,,,
15th August 2022 –14th September 2022,,160.29,,,Lugari,,,,141.45,129.42,,,,
15th August 2022 –14th September 2022,,160.41,,,Rodi Kopany,,,,141.58,129.55,,,,
15th August 2022 –14th September 2022,,160.68,,,Ndhiwa,,,,141.86,129.82,,,,
15th August 2022 –14th September 2022,,160.4,,,Rangwe,,,,141.57,129.54,,,,
15th August 2022 –14th September 2022,,160.41,,,Sindo,,,,141.58,129.55,,,,
15th August 2022 –14th September 2022,,159.5,,,Awasi,,,,140.66,128.63,,,,
15th August 2022 –14th September 2022,,159.53,,,Ahero,,,,140.7,128.66,,,,
15th August 2022 –14th September 2022,,159.96,,,Ugunja,,,,141.13,129.1,,,,
15th August 2022 –14th September 2022,,159.62,,,Asembo,,,,140.78,128.75,,,,
15th August 2022 –14th September 2022,,160.09,,,Usenge,,,,141.26,129.22,,,,
15th August 2022 –14th September 2022,,159.57,,,Harambee,,,,140.75,128.71,,,,
15th August 2022 –14th September 2022,,161.34,,,Muhuru Bay,,,,142.52,130.48,,,,
15th August 2022 –14th September 2022,,161.58,,,Kehancha,,,,142.75,130.71,,,,
15th August 2022 –14th September 2022,,161.88,,,Ntimaru,,,,143.06,131.02,,,,
15th August 2022 –14th September 2022,,160.66,,,Rongo,,,,141.83,129.8,,,,
15th August 2022 –14th September 2022,,160.62,,,Kaspokwony,,,,141.8,129.75,,,,
15th August 2022 –14th September 2022,,160.57,,,Chwele,,,,141.74,129.7,,,,
15th August 2022 –14th September 2022,,160.49,,,Kimilili,,,,141.67,129.62,,,,
15th August 2022 –14th September 2022,,160.4,,,Nambale,,,,141.57,129.54,,,,
15th August 2022 –14th September 2022,,160.39,,,SioPort,,,,141.56,129.53,,,,
15th August 2022 –14th September 2022,,160.44,,,Port Bunyala,,,,141.61,129.57,,,,
15th August 2022 –14th September 2022,,160.26,,,Funyula,,,,141.43,129.4,,,,
15th August 2022 –14th September 2022,,160.57,,,Ogembo,,,,141.74,129.7,,,,
15th August 2022 –14th September 2022,,160.83,,,Nyangusu,,,,142.0,129.96,,,,
15th August 2022 –14th September 2022,,160.75,,,Sengera,,,,141.92,129.88,,,,
15th August 2022 –14th September 2022,,160.48,,,Keumbu,,,,141.64,129.61,,,,
15th August 2022 –14th September 2022,,160.18,,,Marani,,,,141.35,129.31,,,,
15th August 2022 –14th September 2022,,160.54,,,Kerina,,,,141.71,129.68,,,,
15th August 2022 –14th September 2022,,159.9,,,Ikonge,,,,141.07,129.03,,,,
15th August 2022 –14th September 2022,,160.3,,,Nyansiongo,,,,141.47,129.43,,,,
15th July 2022 –14th August 2022,,,,125.69,Mombasa,156.86,137.76,,,,,,,
15th July 2022 –14th August 2022,,,,126.41,Kilifi,157.57,138.47,,,,,,,
15th July 2022 –14th August 2022,,,,126.05,Likoni Mainland,157.22,138.11,,,,,,,
15th July 2022 –14th August 2022,,,,126.05,Kwale,157.22,138.11,,,,,,,
15th July 2022 –14th August 2022,,,,126.61,Malindi,157.78,138.67,,,,,,,
15th July 2022 –14th August 2022,,,,126.76,Lungalunga,157.93,138.83,,,,,,,
15th July 2022 –14th August 2022,,,,127.17,Voi,158.34,139.24,,,,,,,
15th July 2022 –14th August 2022,,,,128.58,Taveta,159.75,140.64,,,,,,,
15th July 2022 –14th August 2022,,,,129.0,Lamu,160.16,141.06,,,,,,,
15th July 2022 –14th August 2022,,,,129.28,Hola,160.45,141.34,,,,,,,
15th July 2022 –14th August 2022,,,,129.0,Mpeketoni,160.16,141.06,,,,,,,
15th July 2022 –14th August 2022,,,,127.96,Minjila,159.13,140.02,,,,,,,
15th July 2022 –14th August 2022,,,,128.05,Garsen,159.22,140.11,,,,,,,
15th July 2022 –14th August 2022,,,,126.0,Samburu,157.16,138.06,,,,,,,
15th July 2022 –14th August 2022,,,,126.18,Taru,157.34,138.24,,,,,,,
15th July 2022 –14th August 2022,,,,127.51,Mwatate,158.68,139.57,,,,,,,
15th July 2022 –14th August 2022,,,,127.68,Wundanji,158.84,139.74,,,,,,,
15th July 2022 –14th August 2022,,,,125.85,Kaloleni,157.01,137.92,,,,,,,
15th July 2022 –14th August 2022,,,,127.27,Marereni,158.44,139.34,,,,,,,
15th July 2022 –14th August 2022,,,,127.94,Nairobi,159.12,140.0,,,,,,,
15th July 2022 –14th August 2022,,,,127.94,Thika,159.12,140.01,,,,,,,
15th July 2022 –14th August 2022,,,,128.18,Machakos,159.36,140.24,,,,,,,
15th July 2022 –14th August 2022,,,,128.36,Kajiado,159.54,140.42,,,,,,,
15th July 2022 –14th August 2022,,,,128.23,Makuyu,159.41,140.29,,,,,,,
15th July 2022 –14th August 2022,,,,128.46,Muranga,159.64,140.52,,,,,,,
15th July 2022 –14th August 2022,,,,128.68,Sagana,159.85,140.75,,,,,,,
15th July 2022 –14th August 2022,,,,129.04,Embu,160.22,141.1,,,,,,,
15th July 2022 –14th August 2022,,,,128.97,Kerugoya,160.14,141.03,,,,,,,
15th July 2022 –14th August 2022,,,,129.33,Narok,160.5,141.4,,,,,,,
15th July 2022 –14th August 2022,,,,129.31,Nyeri,160.49,141.37,,,,,,,
15th July 2022 –14th August 2022,,,,129.48,Namanga,160.66,141.55,,,,,,,
15th July 2022 –14th August 2022,,,,129.28,Kiganjo,160.46,141.34,,,,,,,
15th July 2022 –14th August 2022,,,,129.57,Chuka,160.75,141.63,,,,,,,
15th July 2022 –14th August 2022,,,,129.47,Kitui,160.65,141.54,,,,,,,
15th July 2022 –14th August 2022,,,,129.86,Mwingi,161.03,141.93,,,,,,,
15th July 2022 –14th August 2022,,,,129.87,Nanyuki,161.05,141.94,,,,,,,
15th July 2022 –14th August 2022,,,,130.84,Nkubu,162.01,142.91,,,,,,,
15th July 2022 –14th August 2022,,,,130.38,Mtito Andei,161.55,142.44,,,,,,,
15th July 2022 –14th August 2022,,,,131.04,Meru,162.21,143.1,,,,,,,
15th July 2022 –14th August 2022,,,,130.89,Isiolo,162.07,142.96,,,,,,,
15th July 2022 –14th August 2022,,,,131.49,Maua,162.66,143.56,,,,,,,
15th July 2022 –14th August 2022,,,,132.11,Garissa,163.29,144.17,,,,,,,
15th July 2022 –14th August 2022,,,,135.79,Marsabit,166.97,147.85,,,,,,,
15th July 2022 –14th August 2022,,,,134.87,Liboi,166.05,146.94,,,,,,,
15th July 2022 –14th August 2022,,,,137.37,Moyale,168.55,149.44,,,,,,,
15th July 2022 –14th August 2022,,,,136.43,Sololo,167.61,148.49,,,,,,,
15th July 2022 –14th August 2022,,,,134.8,Habaswein,165.98,146.86,,,,,,,
15th July 2022 –14th August 2022,,,,133.49,Dadaab,164.67,145.55,,,,,,,
15th July 2022 –14th August 2022,,,,137.04,Tarbaj,168.22,149.12,,,,,,,
15th July 2022 –14th August 2022,,,,138.65,Elwak,169.83,150.72,,,,,,,
15th July 2022 –14th August 2022,,,,137.21,Wajir,168.38,149.27,,,,,,,
15th July 2022 –14th August 2022,,,,134.94,Modogashe,166.12,147.0,,,,,,,
15th July 2022 –14th August 2022,,,,140.98,Mandera,172.15,153.05,,,,,,,
15th July 2022 –14th August 2022,,,,128.84,Matuu,160.02,140.9,,,,,,,
15th July 2022 –14th August 2022,,,,133.29,Merti,164.46,145.35,,,,,,,
15th July 2022 –14th August 2022,,,,130.29,Oldonyiro,161.47,142.36,,,,,,,
15th July 2022 –14th August 2022,,,,138.98,Eldas,170.16,151.04,,,,,,,
15th July 2022 –14th August 2022,,,,136.02,Bute,167.19,148.08,,,,,,,
15th July 2022 –14th August 2022,,,,134.6,Hadado,165.78,146.67,,,,,,,
15th July 2022 –14th August 2022,,,,128.06,Mai Mahiu,159.24,140.12,,,,,,,
15th July 2022 –14th August 2022,,,,130.63,Doldo,161.81,142.7,,,,,,,
15th July 2022 –14th August 2022,,,,129.75,Lamuria,160.93,141.82,,,,,,,
15th July 2022 –14th August 2022,,,,130.62,Sipili,161.8,142.68,,,,,,,
15th July 2022 –14th August 2022,,,,130.25,Marimanti,161.42,142.31,,,,,,,
15th July 2022 –14th August 2022,,,,129.58,Mutuobare,160.76,141.65,,,,,,,
15th July 2022 –14th August 2022,,,,136.75,North Horr,167.93,148.82,,,,,,,
15th July 2022 –14th August 2022,,,,135.37,Maikona,166.55,147.43,,,,,,,
15th July 2022 –14th August 2022,,,,135.91,Kalacha,167.09,147.97,,,,,,,
15th July 2022 –14th August 2022,,,,135.97,Loyangalani,167.15,148.04,,,,,,,
15th July 2022 –14th August 2022,,,,135.78,Turbi,166.96,147.84,,,,,,,
15th July 2022 –14th August 2022,,,,132.98,Laisamis,164.16,145.06,,,,,,,
15th July 2022 –14th August 2022,,,,132.69,Merille,163.87,144.75,,,,,,,
15th July 2022 –14th August 2022,,,,133.93,Korr,165.11,146.0,,,,,,,
15th July 2022 –14th August 2022,,,,127.79,Nakuru,158.64,139.83,,,,,,,
15th July 2022 –14th August 2022,,,,127.76,Gilgil,158.61,139.79,,,,,,,
15th July 2022 –14th August 2022,,,,127.74,Mogotio,158.6,139.78,,,,,,,
15th July 2022 –14th August 2022,,,,127.83,Molo,158.69,139.86,,,,,,,
15th July 2022 –14th August 2022,,,,128.53,Olenguruone,159.39,140.56,,,,,,,
15th July 2022 –14th August 2022,,,,128.05,Londiani,158.9,140.09,,,,,,,
15th July 2022 –14th August 2022,,,,128.04,Nyahururu,158.89,140.08,,,,,,,
15th July 2022 –14th August 2022,,,,131.03,Archers Post,161.88,143.06,,,,,,,
15th July 2022 –14th August 2022,,,,132.13,Lodosoit,162.98,144.16,,,,,,,
15th July 2022 –14th August 2022,,,,128.11,Naivasha,158.97,140.15,,,,,,,
15th July 2022 –14th August 2022,,,,128.51,Marigat,159.38,140.55,,,,,,,
15th July 2022 –14th August 2022,,,,129.01,Kabarnet ,159.86,141.04,,,,,,,
15th July 2022 –14th August 2022,,,,130.1,Maralal,160.95,142.13,,,,,,,
15th July 2022 –14th August 2022,,,,130.93,Wamba,161.79,142.97,,,,,,,
15th July 2022 –14th August 2022,,,,128.58,Rumuruti,159.43,140.62,,,,,,,
15th July 2022 –14th August 2022,,,,128.67,Eldoret,159.53,140.72,,,,,,,
15th July 2022 –14th August 2022,,,,128.67,Kiplombe,159.53,140.72,,,,,,,
15th July 2022 –14th August 2022,,,,128.67,Iten,159.53,140.72,,,,,,,
15th July 2022 –14th August 2022,,,,128.67,Naiberi,159.53,140.72,,,,,,,
15th July 2022 –14th August 2022,,,,128.67,Kesses,159.53,140.72,,,,,,,
15th July 2022 –14th August 2022,,,,128.68,Kapsabet,159.54,140.74,,,,,,,
15th July 2022 –14th August 2022,,,,129.1,Webuye,159.95,141.15,,,,,,,
15th July 2022 –14th August 2022,,,,129.03,Kitale,159.89,141.08,,,,,,,
15th July 2022 –14th August 2022,,,,129.67,Kapenguria ,160.52,141.72,,,,,,,
15th July 2022 –14th August 2022,,,,129.44,Bungoma,160.3,141.48,,,,,,,
15th July 2022 –14th August 2022,,,,128.68,Moiben,159.54,140.74,,,,,,,
15th July 2022 –14th August 2022,,,,128.66,Matunda,159.52,140.7,,,,,,,
15th July 2022 –14th August 2022,,,,128.62,Burnt Forest,159.48,140.67,,,,,,,
15th July 2022 –14th August 2022,,,,128.71,Tambach,159.57,140.76,,,,,,,
15th July 2022 –14th August 2022,,,,129.18,Kapsowar,160.04,141.22,,,,,,,
15th July 2022 –14th August 2022,,,,129.06,Chebara,159.92,141.1,,,,,,,
15th July 2022 –14th August 2022,,,,128.99,Kimwarer,159.84,141.03,,,,,,,
15th July 2022 –14th August 2022,,,,128.9,Timboroa,159.77,140.95,,,,,,,
15th July 2022 –14th August 2022,,,,128.87,Nandi Hills,159.72,140.91,,,,,,,
15th July 2022 –14th August 2022,,,,128.73,Kaiboi,159.58,140.77,,,,,,,
15th July 2022 –14th August 2022,,,,129.21,Kiminini,160.07,141.27,,,,,,,
15th July 2022 –14th August 2022,,,,129.57,Endebes,160.43,141.61,,,,,,,
15th July 2022 –14th August 2022,,,,129.25,Saboti,160.1,141.29,,,,,,,
15th July 2022 –14th August 2022,,,,129.87,Chepareria,160.73,141.93,,,,,,,
15th July 2022 –14th August 2022,,,,131.49,Lomut,162.35,143.53,,,,,,,
15th July 2022 –14th August 2022,,,,130.29,Burgich,161.15,142.34,,,,,,,
15th July 2022 –14th August 2022,,,,130.42,Sigor,161.28,142.47,,,,,,,
15th July 2022 –14th August 2022,,,,132.85,Lodwar,163.71,144.9,,,,,,,
15th July 2022 –14th August 2022,,,,134.44,Kakuma,165.3,146.49,,,,,,,
15th July 2022 –14th August 2022,,,,131.85,Lokichar,162.71,143.9,,,,,,,
15th July 2022 –14th August 2022,,,,133.61,Kalokol,164.47,145.66,,,,,,,
15th July 2022 –14th August 2022,,,,132.22,Lokori,163.07,144.27,,,,,,,
15th July 2022 –14th August 2022,,,,136.49,Lokitaung,167.35,148.55,,,,,,,
15th July 2022 –14th August 2022,,,,131.49,Kapedo,162.35,143.53,,,,,,,
15th July 2022 –14th August 2022,,,,129.84,Malaba,160.7,141.88,,,,,,,
15th July 2022 –14th August 2022,,,,135.63,Lokichogio,166.48,147.68,,,,,,,
15th July 2022 –14th August 2022,,,,128.87,Ziwa,159.72,140.91,,,,,,,
15th July 2022 –14th August 2022,,,,128.67,Soy,159.53,140.72,,,,,,,
15th July 2022 –14th August 2022,,,,128.74,Moi's Bridge,159.59,140.78,,,,,,,
15th July 2022 –14th August 2022,,,,128.62,Turbo,159.48,140.67,,,,,,,
15th July 2022 –14th August 2022,,,,136.73,Kibish,167.59,148.77,,,,,,,
15th July 2022 –14th August 2022,,,,135.55,Nakalale,166.41,147.6,,,,,,,
15th July 2022 –14th August 2022,,,,131.97,Loima,162.82,144.02,,,,,,,
15th July 2022 –14th August 2022,,,,133.53,Lokiriama,164.39,145.59,,,,,,,
15th July 2022 –14th August 2022,,,,130.74,Kainuk,161.6,142.79,,,,,,,
15th July 2022 –14th August 2022,,,,130.07,Kacheliba,160.92,142.12,,,,,,,
15th July 2022 –14th August 2022,,,,130.68,Kiwawa,161.54,142.72,,,,,,,
15th July 2022 –14th August 2022,,,,130.26,Ortum,161.12,142.31,,,,,,,
15th July 2022 –14th August 2022,,,,129.06,Kachibora,159.92,141.1,,,,,,,
15th July 2022 –14th August 2022,,,,129.78,Kwanza,160.63,141.82,,,,,,,
15th July 2022 –14th August 2022,,,,129.08,Kaplamai,159.94,141.14,,,,,,,
15th July 2022 –14th August 2022,,,,129.51,Eldama Ravine,160.36,141.55,,,,,,,
15th July 2022 –14th August 2022,,,,129.65,Tenges,160.5,141.69,,,,,,,
15th July 2022 –14th August 2022,,,,129.75,Barwessa,160.62,141.81,,,,,,,
15th July 2022 –14th August 2022,,,,130.66,Kipsaraman,161.52,142.71,,,,,,,
15th July 2022 –14th August 2022,,,,130.53,Loruk,161.39,142.58,,,,,,,
15th July 2022 –14th August 2022,,,,129.51,Kabartonjo,160.36,141.55,,,,,,,
15th July 2022 –14th August 2022,,,,129.57,Tindiret,160.43,141.61,,,,,,,
15th July 2022 –14th August 2022,,,,128.74,O'lessos,159.59,140.78,,,,,,,
15th July 2022 –14th August 2022,,,,129.14,Kobujoi,159.99,141.19,,,,,,,
15th July 2022 –14th August 2022,,,,129.21,Serem,160.07,141.27,,,,,,,
15th July 2022 –14th August 2022,,,,128.67,Kabiyet,159.53,140.72,,,,,,,
15th July 2022 –14th August 2022,,,,129.1,Cheptulu,159.95,141.15,,,,,,,
15th July 2022 –14th August 2022,,,,129.65,Songor,160.5,141.69,,,,,,,
15th July 2022 –14th August 2022,,,,129.28,Kapcherop,160.13,141.33,,,,,,,
